"","name","address","category"
"191","삐에로쑈핑 부산아트몰링점","부산광역시 사하구 낙동남로 1413 아트몰링 6층","쇼핑,유통 > 드럭스토어"
"192","다이소 부산동래역점","부산광역시 동래구 중앙대로 1295","쇼핑,유통 > 종합생활용품"
"193","루헨 부산기장점","부산광역시 기장군 기장읍 차성로 238","쇼핑,유통 > 가구"
"194","부산평화시장","부산광역시 부산진구 자유평화로 7 평화도매시장","쇼핑,유통 > 시장"
"195","WMDK 부산점","부산광역시 기장군 장안읍 정관로 1130 퀸비 아울렛 2층","쇼핑,유통 > 침대"
"196","초량시장","부산광역시 동구 초량로13번길 8","쇼핑,유통 > 시장"
"197","민락어패류시장","부산광역시 수영구 광안해변로 278","쇼핑,유통 > 시장"
"198","샤넬 신세계백화점 센텀시티점","부산광역시 해운대구 센텀남대로 35 신세계백화점센텀시티점 1F","쇼핑,유통 > 패션"
"199","엔젤인펫츠","부산광역시 동래구 중앙대로1333번길 12","반려동물 > 애견사료"
"200","펫타운","부산광역시 연제구 연안로 13","반려동물 > 애견용품"
"201","민락회타운활어판매시장","부산광역시 수영구 민락수변로 1","쇼핑,유통 > 수산물"
"202","동백잡화점","부산광역시 해운대구 동백로 52","쇼핑,유통 > 패션잡화"
"203","농협하나로클럽부산점","부산광역시 북구 금곡대로 469","쇼핑,유통 > 슈퍼,마트"
"204","파워스테이션","부산광역시 부산진구 동천로 70 서면쌍용플래티넘","쇼핑,유통 > 음반,CD"
"205","조광사","부산광역시 부산진구 범일로 134 중앙빌딩","쇼핑,유통 > 귀금속,시계"
"206","아쿠아리즘","부산광역시 수영구 수영로408번길 10 환성빌딩 지하1층","반려동물 > 수족관"
"207","어펙트","부산광역시 부산진구 서전로37번길 26","쇼핑,유통 > 종합패션"
"208","엘레가 라벨르","부산광역시 기장군 기장읍 기장해안로 118","패션잡화 > 선글라스"
"209","엘리그레이","부산광역시 부산진구 중앙대로680번가길 33-9 엘리그레이","쇼핑,유통 > 종합도소매"
"210","MUJI 부산본점","부산광역시 부산진구 가야대로 772","쇼핑,유통 > 종합생활용품"
"211","민락회타운활어판매시장","부산광역시 수영구 민락수변로 1","쇼핑,유통 > 수산물"
"212","동백잡화점","부산광역시 해운대구 동백로 52","쇼핑,유통 > 패션잡화"
"213","농협하나로클럽부산점","부산광역시 북구 금곡대로 469","쇼핑,유통 > 슈퍼,마트"
"214","파워스테이션","부산광역시 부산진구 동천로 70 서면쌍용플래티넘","쇼핑,유통 > 음반,CD"
"215","조광사","부산광역시 부산진구 범일로 134 중앙빌딩","쇼핑,유통 > 귀금속,시계"
"216","아쿠아리즘","부산광역시 수영구 수영로408번길 10 환성빌딩 지하1층","반려동물 > 수족관"
"217","어펙트","부산광역시 부산진구 서전로37번길 26","쇼핑,유통 > 종합패션"
"218","엘레가 라벨르","부산광역시 기장군 기장읍 기장해안로 118","패션잡화 > 선글라스"
"219","엘리그레이","부산광역시 부산진구 중앙대로680번가길 33-9 엘리그레이","쇼핑,유통 > 종합도소매"
"220","MUJI 부산본점","부산광역시 부산진구 가야대로 772","쇼핑,유통 > 종합생활용품"
"221","명지시장활어센타","부산광역시 강서구 신포길 13-9","쇼핑,유통 > 시장"
"222","홈플러스 장림점","부산광역시 사하구 다대로 225","쇼핑,유통 > 슈퍼,마트"
"223","아이젠트리 부산서면점","부산광역시 부산진구 중앙대로 693","쇼핑,유통 > 안경원"
"224","루이비통 신세계백화점센텀시티점","부산광역시 해운대구 센텀남대로 35 신세계백화점센텀시티점 1F","쇼핑,유통 > 종합패션"
"225","롯데팩토리아울렛센트럴스퀘어","부산광역시 부산진구 중앙대로666번길 50","쇼핑,유통 > 아울렛"
"226","롯데마트 동부산점","부산광역시 기장군 기장읍 기장해안로 147","쇼핑,유통 > 슈퍼,마트"
"227","망미중앙시장","부산광역시 수영구 망미배산로10번길 40 외","쇼핑,유통 > 시장"
"228","한샘인테리어 북구덕천점","부산광역시 북구 기찰로 164 우창웰스타운","쇼핑,유통 > 가구,인테리어"
"229","MUJI 신세계센텀시티몰점","부산광역시 해운대구 센텀4로 15 센텀시티몰점 지하2층","쇼핑,유통 > 종합생활용품"
"230","인디고서원","부산광역시 수영구 수영로408번길 28","쇼핑,유통 > 서점"
"231","양정시장","부산광역시 부산진구 동평로420번길 18 양정상가아파트","쇼핑,유통 > 시장"
"232","세화보석","부산광역시 부산진구 범일로 134 중앙빌딩 128호","쇼핑,유통 > 귀금속,시계"
"233","아트박스 부산광복점","부산광역시 중구 비프광장로 28","쇼핑,유통 > 문구,팬시용품"
"234","영풍문고 부산 남포점","부산광역시 중구 비프광장로 37","쇼핑,유통 > 서점"
"235","뉴오리진 W스퀘어점","부산광역시 남구 분포로 145 W스퀘어 2층","쇼핑,유통 > 건강기능보조식품"
"236","독특닷컴","부산광역시 연제구 좌수영로 290","쇼핑,유통 > 자동차용품,액세서리"
"237","IFF HOMME","부산광역시 부산진구 동천로107번길 26 IFF HOMME 이프옴므","쇼핑,유통 > 남성정장"
"238","아리따움 서면직영점","부산광역시 부산진구 중앙대로692번길 13","쇼핑,유통 > 화장품,향수"
"239","소울데코 부산본점","부산광역시 동구 진시장로20번길 36","쇼핑,유통 > 침구,커튼"
"240","TERRY","부산광역시 부산진구 서전로 5","신발 > 수제화"
"241","마레한복","부산광역시 남구 분포로 145 W스퀘어 1140호","쇼핑,유통 > 한복"
"242","명주대가,아가비단한복대여맞춤전문점","부산광역시 수영구 광남로 71 1층 명주대가,아가비단한복","쇼핑,유통 > 한복"
"243","삼천리자전거 엠티비월드 삼락공원점","부산광역시 사상구 낙동대로 1222","쇼핑,유통 > 자전거"
"244","세인트제임스 비샵","부산광역시 금정구 금강로 248-9","패션 > 수입의류"
"245","와인앤모어 센텀점","부산광역시 해운대구 센텀중앙로 79","쇼핑,유통 > 주류"
"246","대변어촌계해녀특산물판매장","부산광역시 기장군 기장읍 기장해안로 668","쇼핑,유통 > 특산물,관광민예품"
"247","아스틴 남천점","부산광역시 수영구 황령산로 6","쇼핑,유통 > 남성정장"
"248","거제시장","부산광역시 연제구 거제시장로14번길 28 (주)거제시장","쇼핑,유통 > 시장"
"249","메가마트 문현점","부산광역시 남구 수영로39번길 2-5 메가마켓","쇼핑,유통 > 슈퍼,마트"
"250","자라 롯데백화점센텀시티점","부산광역시 해운대구 센텀남대로 59 롯데백화점센텀시티점 5F","쇼핑,유통 > 종합패션"
"251","고래사어묵 자갈치점","부산광역시 중구 자갈치로37번길 4","가공식품 > 고래사어묵"
"252","베이킹프라자","부산광역시 중구 중구로23번길 8-1","쇼핑,유통 > 주방용품"
"253","골드테마거리","부산광역시 부산진구 범일로 134 중앙빌딩","쇼핑,유통 > 시장"
"254","리원","부산광역시 기장군 정관읍 정관로 583","쇼핑,유통 > 주류"
"255","올랜드아울렛 동부산점","부산광역시 기장군 기장읍 기장해안로 128 2층 올랜드아울렛","전자,가전 > 종합가전"
"256","아트박스 부산경성대점","부산광역시 남구 수영로 296 아웃백","쇼핑,유통 > 문구,팬시용품"
"257","책과아이들","부산광역시 연제구 교대로16번길 20","도서,음반,문구 > 아동도서"
"258","제우스피어싱","부산광역시 부산진구 중앙대로 717 서면몰 3열 2호","쇼핑,유통 > 패션잡화"
"259","스위트민트","부산광역시 서구 구덕로163번길 13 1층","쇼핑,유통 > 문구,팬시용품"
"260","온천시장","부산광역시 동래구 온천장로119번길 48","쇼핑,유통 > 시장"
"261","고래사어묵 자갈치점","부산광역시 중구 자갈치로37번길 4","가공식품 > 고래사어묵"
"262","베이킹프라자","부산광역시 중구 중구로23번길 8-1","쇼핑,유통 > 주방용품"
"263","골드테마거리","부산광역시 부산진구 범일로 134 중앙빌딩","쇼핑,유통 > 시장"
"264","리원","부산광역시 기장군 정관읍 정관로 583","쇼핑,유통 > 주류"
"265","올랜드아울렛 동부산점","부산광역시 기장군 기장읍 기장해안로 128 2층 올랜드아울렛","전자,가전 > 종합가전"
"266","아트박스 부산경성대점","부산광역시 남구 수영로 296 아웃백","쇼핑,유통 > 문구,팬시용품"
"267","책과아이들","부산광역시 연제구 교대로16번길 20","도서,음반,문구 > 아동도서"
"268","제우스피어싱","부산광역시 부산진구 중앙대로 717 서면몰 3열 2호","쇼핑,유통 > 패션잡화"
"269","스위트민트","부산광역시 서구 구덕로163번길 13 1층","쇼핑,유통 > 문구,팬시용품"
"270","온천시장","부산광역시 동래구 온천장로119번길 48","쇼핑,유통 > 시장"
"271","모던하우스 NC 서면점","부산광역시 부산진구 동천로 92 NC서면점 4층 모던하우스","쇼핑,유통 > 종합생활용품"
"272","다이소 부산서면2호점","부산광역시 부산진구 중앙대로 693","쇼핑,유통 > 종합생활용품"
"273","다이소 부산광복점","부산광역시 중구 광복로55번길 8","쇼핑,유통 > 종합생활용품"
"274","세컨페이스 서면점","부산광역시 부산진구 동천로 89 1층","쇼핑,유통 > 안경원"
"275","올리브영 부산연산점","부산광역시 연제구 반송로 16","쇼핑,유통 > 드럭스토어"
"276","파운드빈티지","부산광역시 금정구 장전로12번길 54","쇼핑,유통 > 구제의류"
"277","라인프렌즈 롯데백화점 부산광복점","부산광역시 중구 중앙대로 2 롯데백화점 1층","도서,음반,문구 > 문구,팬시용품"
"278","세컨페이스 센텀점","부산광역시 해운대구 센텀동로 102 센텀필상가 1관 104호","쇼핑,유통 > 안경원"
"279","수영팔도시장","부산광역시 수영구 수영로725번길 36","쇼핑,유통 > 시장"
"280","딩동","부산광역시 부산진구 중앙대로 688","쇼핑,유통 > 패션잡화"
"281","영풍문고 부산 하단점","부산광역시 사하구 낙동남로 1413 13층 영풍문고","쇼핑,유통 > 서점"
"282","뉴스킨 라이브 부산센터","부산광역시 해운대구 센텀2로 24 센텀다이아몬드빌딩 1~2층","쇼핑,유통 > 다단계판매"
"283","신기잡화점","부산광역시 영도구 와치로51번길 4","쇼핑,유통 > 쇼핑센터,할인매장"
"284","서동미로시장","부산광역시 금정구 서부로 21-1 한국화장품(주)","쇼핑,유통 > 시장"
"285","소뇨 서면점","부산광역시 부산진구 신천대로62번길 61 2층","쇼핑,유통 > 종합패션"
"286","내맘대로다꾸다꾸","부산광역시 부산진구 전포대로209번길 43","쇼핑,유통 > 문구,팬시용품"
"287","영 스포츠","부산광역시 부산진구 중앙대로 958","쇼핑,유통 > 스포츠용품"
"288","소셜클럽부산","부산광역시 부산진구 전포대로199번길 9","쇼핑,유통 > 패션잡화"
"289","동해상회","부산광역시 중구 자갈치해안로 52 174호","쇼핑,유통 > 수산물"
"290","전자랜드프라이스킹 부산본점","부산광역시 부산진구 서전로 4","쇼핑,유통 > 종합가전"
