"","name","address","category"
"222","GS수퍼마켓 대방점","경상남도 창원시 성산구 가양로124번길 5-12 GS슈퍼마켓","쇼핑,유통 > 슈퍼,마트"
"223","유니찬&샐러드","경상남도 창원시 의창구 중동로 46 유니시티 1단지 근린생활시설상가 107호","쇼핑,유통 > 반찬가게"
"224","루반테일러","경상남도 창원시 의창구 상남로 174 1층 루반테일러","쇼핑,유통 > 남성정장"
"225","D102 창원점","경상남도 창원시 성산구 중앙대로100번길 9 상남동 리베라컨벤션 1층","귀금속,보석 > 결혼예물"
"226","글라스바바안경 양산점","경상남도 양산시 양산역5길 10 네오시티","가정,생활용품 > 안경원"
"227","지엘아쿠아","경상남도 김해시 율하2로88번길 19-5","반려동물 > 수족관"
"228","오누이 북앤샵","경상남도 창원시 의창구 창이대로333번길 28 1층점포","쇼핑,유통 > 서점"
"229","창원도계부부시장","경상남도 창원시 의창구 원이대로69번길 20","쇼핑,유통 > 시장"
"230","구암현대시장","경상남도 창원시 마산회원구 구암서2길 51 현대시장아파트","쇼핑,유통 > 시장"
"231","갤러리안경 김해점","경상남도 김해시 내외중앙로 35","쇼핑,유통 > 안경원"
"232","삼천포용궁수산시장","경상남도 사천시 어시장길 64","쇼핑,유통 > 시장"
"233","다이소 진주평거점","경상남도 진주시 진양호로 206 BYC 진주빌딩","쇼핑,유통 > 종합생활용품"
"234","버스텀이노르","경상남도 창원시 마산합포구 가포로 43 버스텀이노르","쇼핑,유통 > 패션"
"235","아트박스 창원상남점","경상남도 창원시 성산구 마디미로15번길 2 금성상가","쇼핑,유통 > 문구,팬시용품"
"236","내셔널지오그래픽 진주점","경상남도 진주시 진주대로 1054","패션 > 등산,아웃도어"
"237","알로하잡화점","경상남도 거제시 장목면 율천대금길 88-26","가구,인테리어 > 인테리어소품"
"238","다비치안경 마산역점","경상남도 창원시 마산회원구 3·15대로 688","쇼핑,유통 > 안경원"
"239","다이소 통영죽림점","경상남도 통영시 광도면 죽림4로 40","쇼핑,유통 > 종합생활용품"
"240","우서방돈각시사천점","경상남도 사천시 사천읍 선인리 649-10","쇼핑,유통 > 축산업용품"
"241","안경창고싸군 창원상남점","경상남도 창원시 성산구 마디미서로 26 한독빌딩 2층","쇼핑,유통 > 안경원"
"242","한샘인테리어 김해아이스퀘어점","경상남도 김해시 김해대로 2342 아이스퀘어몰 2층 B201호","쇼핑,유통 > 가구"
"243","루반테일러","경상남도 김해시 구지로 11-1","쇼핑,유통 > 남성정장"
"244","노브랜드 진주충무공점","경상남도 진주시 범골로60번길 10","쇼핑,유통 > 슈퍼,마트"
"245","가음정종합상가","경상남도 창원시 성산구 대정로 36 가음동종합상가","쇼핑,유통 > 상가,아케이드"
"246","하누랑","경상남도 거제시 옥포로27길 6 축협","쇼핑,유통 > 소고기"
"247","신라축산물도매판매장","경상남도 김해시 진영읍 서부로179번길 16","쇼핑,유통 > 정육점"
"248","초이 비스포크","경상남도 창원시 의창구 도계로 167","쇼핑,유통 > 남성정장"
"249","다이소 진주혁신도시점","경상남도 진주시 에나로 69","쇼핑,유통 > 종합생활용품"
